1  2458327.102859757  0.0012627699734951783
3  2458350.929974103  0.0009036815386810882
4  2458362.8435572786 0.0008510217351964388
5  2458374.7494289675 0.0010777012792596225
13 2458469.975553378  0.0016902318002055597
14 2458481.8844411555 0.001284057639463721
20 2458553.368052655  0.0009574368320981275
21 2458565.28793372   0.0013101152045126476
29 2458660.6782629737 0.00108066476879528
30 2458672.5947301392 0.0009214147522015105
37 2458755.954035106  0.0009257308362382441
38 2458767.8567689303 0.0012433069029865722
40 2458791.661595776  0.0007171917303499197
