# BJD     Detrended data    Detrended data errors  Airmass   Original data   Original data errors    Model applied 
2458545.9268799       1.0026782       0.0010945            nan   3345.6452159      3.6521254   3336.7089963
2458545.9476929       1.0046577       0.0010976            nan   3352.2505190      3.6622452   3336.7089963
2458545.9685669       1.0028454       0.0010984            nan   3346.2032125      3.6649719   3336.7089963
2458545.9893799       1.0005973       0.0010956            nan   3338.7020923      3.6556513   3336.7089963
2458546.0101929       1.0055984       0.0010949            nan   3355.3891765      3.6533016   3336.7089963
2458546.0310669       1.0041972       0.0010966            nan   3350.7138986      3.6589143   3336.7089963
2458546.0518799       1.0020266       0.0010948            nan   3343.4713272      3.6529257   3336.7089963
2458546.0726929       1.0019691       0.0010964            nan   3343.2793012      3.6584444   3336.7089963
2458546.0935669       1.0035420       0.0010952            nan   3348.5276628      3.6543825   3336.7089963
2458546.1143799       1.0023797       0.0010960            nan   3344.6494957      3.6569292   3336.7089963
2458546.1351929       0.9998431       0.0010952            nan   3336.1855179      3.6543263   3336.7089963
2458546.1560669       1.0030788       0.0010949            nan   3346.9820753      3.6532087   3336.7089963
2458546.1768799       1.0015396       0.0010973            nan   3341.8461039      3.6615156   3336.7089963
2458546.1976929       1.0028673       0.0010947            nan   3346.2763586      3.6527959   3336.7089963
2458546.2185669       1.0031459       0.0010956            nan   3347.2059806      3.6558178   3336.7089963
2458546.2393799       1.0042999       0.0010950            nan   3351.0565077      3.6538165   3336.7089963
2458546.2601929       1.0035545       0.0010961            nan   3348.5691973      3.6574243   3336.7089963
2458546.2810669       1.0037108       0.0010959            nan   3349.0909468      3.6568479   3336.7089963
2458546.3018799       1.0022147       0.0010970            nan   3344.0987779      3.6603079   3336.7089963
2458546.3226929       1.0025214       0.0010966            nan   3345.1223272      3.6588771   3336.7089963
2458546.3435669       1.0030334       0.0010956            nan   3346.8306071      3.6557857   3336.7089963
2458546.3643799       1.0025265       0.0010957            nan   3345.1390415      3.6561262   3336.7089963
2458546.4060669       0.9999273       0.0010958            nan   3336.4664063      3.6562416   3336.7089963
2458546.4268799       1.0017309       0.0010948            nan   3342.4846119      3.6529708   3336.7089963
2458546.4476929       1.0018229       0.0010945            nan   3342.7915067      3.6519005   3336.7089963
2458546.4685669       1.0029918       0.0010952            nan   3346.6918672      3.6544519   3336.7089963
2458546.4893799       1.0040807       0.0010988            nan   3350.3250033      3.6664308   3336.7089963
2458546.5101929       1.0025882       0.0010948            nan   3345.3450346      3.6530537   3336.7089963
2458546.5310669       1.0024273       0.0010945            nan   3344.8080698      3.6519740   3336.7089963
2458546.5518799       1.0028247       0.0010967            nan   3346.1341332      3.6594784   3336.7089963
2458546.5726929       1.0037731       0.0010966            nan   3349.2986830      3.6591011   3336.7089963
2458546.5935669       1.0031793       0.0010954            nan   3347.3175044      3.6548997   3336.7089963
2458546.6143799       1.0020056       0.0010956            nan   3343.4011912      3.6558219   3336.7089963
2458546.6351929       1.0005084       0.0010959            nan   3338.4055071      3.6568370   3336.7089963
