# BJD     Detrended data    Detrended data errors  Airmass   Original data   Original data errors    Model applied 
2458656.9083252       1.0017981       0.0012641            nan   3273.4377580      4.1304889   3267.5624890
2458656.9291382       1.0004102       0.0012625            nan   3268.7083910      4.1251206   3267.3679853
2458656.9500122       1.0001701       0.0012615            nan   3267.7186543      4.1215916   3267.1628614
2458656.9708252       0.9989819       0.0012584            nan   3263.6234500      4.1109740   3266.9495206
2458656.9916382       0.9996109       0.0012565            nan   3265.4570645      4.1046089   3266.7282453
2458657.0125122       0.9995194       0.0012552            nan   3264.9296952      4.1002637   3266.4996533
2458657.0333252       0.9998348       0.0012538            nan   3265.7248116      4.0953508   3266.2645307
2458657.0541382       1.0002026       0.0012531            nan   3266.6854341      4.0926730   3266.0238690
2458657.0750122       1.0008217       0.0012527            nan   3268.4599802      4.0909805   3265.7765546
2458657.0958252       1.0007964       0.0012529            nan   3268.1253631      4.0912735   3265.5245481
2458657.1166382       1.0000285       0.0012537            nan   3265.3616484      4.0935354   3265.2684522
2458657.1375122       0.9987241       0.0012526            nan   3260.8417600      4.0898127   3265.0075727
2458657.1583252       0.9994295       0.0012540            nan   3262.8820842      4.0939357   3264.7446942
2458657.1791382       1.0001113       0.0012568            nan   3264.8437626      4.1026865   3264.4805036
2458657.2000122       1.0003229       0.0012594            nan   3265.2671184      4.1109524   3264.2130246
2458657.2208252       1.0000566       0.0012538            nan   3264.1304626      4.0923376   3263.9456296
2458657.2416382       1.0003922       0.0012536            nan   3264.9572427      4.0911937   3263.6773267
2458657.2625122       1.0002495       0.0012529            nan   3264.2222777      4.0888813   3263.4081540
2458657.2833252       1.0006814       0.0012524            nan   3265.3632043      4.0867430   3263.1397595
2458657.3041382       1.0013095       0.0012551            nan   3267.1453548      4.0953276   3262.8727689
2458657.3250122       0.9985778       0.0012495            nan   3257.9667864      4.0765868   3262.6067777
2458657.3666382       1.0011156       0.0012459            nan   3265.7288009      4.0641778   3262.0894589
2458657.3875122       1.0000957       0.0012436            nan   3262.1501085      4.0564460   3261.8380628
2458657.4083252       0.9991774       0.0012435            nan   3258.9113586      4.0556567   3261.5942655
2458657.4291382       0.9985227       0.0012433            nan   3256.5415686      4.0549641   3261.3595777
2458657.4500122       1.0001692       0.0012445            nan   3261.6852290      4.0584711   3261.1333127
2458657.4708252       0.9983547       0.0012431            nan   3255.5533063      4.0536619   3260.9184613
2458657.5125122       0.9986774       0.0012454            nan   3256.2083215      4.0608008   3260.5206266
2458657.5333252       0.9989272       0.0012458            nan   3256.8401478      4.0616065   3260.3379178
2458657.5541382       1.0000298       0.0012482            nan   3260.2629269      4.0692287   3260.1656766
2458657.5750122       1.0013266       0.0012497            nan   3264.3270975      4.0740570   3260.0024533
2458657.5958252       0.9997015       0.0012506            nan   3258.8751434      4.0767857   3259.8482328
2458657.6166382       1.0007432       0.0012492            nan   3262.1246680      4.0721011   3259.7020688
2458657.6583252       0.9999388       0.0012502            nan   3259.2321360      4.0748332   3259.4316144
2458657.6791382       1.0020282       0.0012537            nan   3265.9176284      4.0862435   3259.3070798
2458657.7000122       0.9986091       0.0012484            nan   3254.6563853      4.0686746   3259.1894345
2458657.7208252       0.9994169       0.0012488            nan   3257.1790109      4.0700048   3259.0792966
2458657.7416382       1.0014604       0.0012505            nan   3263.7355471      4.0753360   3258.9762235
2458657.7625122       0.9987887       0.0012484            nan   3254.9324147      4.0684635   3258.8798032
2458657.7833252       0.9998371       0.0012474            nan   3258.2602475      4.0649237   3258.7910733
2458657.8041382       1.0002578       0.0012473            nan   3259.5492972      4.0645229   3258.7093091
2458657.8250122       0.9999580       0.0012470            nan   3258.4978019      4.0633959   3258.6347699
2458657.8458252       1.0001366       0.0012471            nan   3259.0120506      4.0636173   3258.5668607
2458657.8666382       1.0017539       0.0012467            nan   3264.2203238      4.0625073   3258.5053906
2458657.8875122       0.9996065       0.0012486            nan   3257.1687470      4.0686111   3258.4508939
2458657.9083252       0.9996307       0.0012503            nan   3257.2004222      4.0738813   3258.4038663
2458657.9291382       0.9991480       0.0012440            nan   3255.5885806      4.0532925   3258.3647046
2458657.9500122       0.9995739       0.0012439            nan   3256.9436307      4.0531722   3258.3320432
2458657.9708252       0.9998841       0.0012420            nan   3257.9310486      4.0466865   3258.3087812
2458657.9916382       1.0001935       0.0012426            nan   3258.9233755      4.0488587   3258.2930570
2458658.0125122       0.9989719       0.0012401            nan   3254.9348183      4.0404687   3258.2845807
2458658.0333252       1.0020054       0.0012426            nan   3264.8175450      4.0488822   3258.2834134
2458658.0541382       0.9998036       0.0012391            nan   3257.6493243      4.0373787   3258.2892499
2458658.0750122       0.9988179       0.0012387            nan   3254.4507056      4.0360281   3258.3023114
2458658.0958252       1.0002951       0.0012398            nan   3259.2837728      4.0395616   3258.3221707
2458658.1166382       0.9985436       0.0012417            nan   3253.6038963      4.0457687   3258.3491941
2458658.1375122       1.0011426       0.0012386            nan   3262.1055242      4.0357165   3258.3825727
2458658.1583252       0.9977243       0.0012392            nan   3251.0070138      4.0379289   3258.4223294
2458658.1791382       1.0003149       0.0012449            nan   3259.4929569      4.0565816   3258.4668851
2458658.2000122       0.9990390       0.0012394            nan   3255.3853557      4.0387586   3258.5169034
2458658.2208252       0.9992827       0.0012405            nan   3256.2349839      4.0422576   3258.5724378
2458658.2416382       0.9993101       0.0012392            nan   3256.3840416      4.0381178   3258.6320767
2458658.2625122       0.9996011       0.0012397            nan   3257.3953145      4.0398659   3258.6951490
2458658.2833862       1.0005375       0.0012401            nan   3260.5124220      4.0412124   3258.7608075
2458658.3041992       0.9988113       0.0012384            nan   3254.9538653      4.0356129   3258.8275113
2458658.3250122       1.0004520       0.0012427            nan   3260.3673597      4.0497511   3258.8942685
2458658.3458862       1.0003257       0.0012362            nan   3260.0211660      4.0286916   3258.9597135
2458658.3666992       1.0023435       0.0012364            nan   3266.6599350      4.0295268   3259.0223813
2458658.3875122       0.9988308       0.0012331            nan   3255.2702999      4.0189311   3259.0808759
2458658.4083862       1.0017995       0.0012330            nan   3265.0001379      4.0186270   3259.1352811
2458658.4291992       0.9997166       0.0012312            nan   3258.2605770      4.0128349   3259.1843534
2458658.4500122       0.9992272       0.0012330            nan   3256.7095900      4.0185571   3259.2283368
2458658.4708862       1.0023283       0.0012333            nan   3266.8557029      4.0197910   3259.2670331
2458658.4916992       1.0018272       0.0012325            nan   3265.2549981      4.0172119   3259.2996640
2458658.5125122       0.9998901       0.0012354            nan   3258.9688407      4.0264784   3259.3270688
2458658.5333862       1.0015545       0.0012337            nan   3264.4167967      4.0211606   3259.3502774
2458658.5541992       0.9994846       0.0012337            nan   3257.6904772      4.0212408   3259.3703122
2458658.5750122       1.0000420       0.0012394            nan   3259.5258479      4.0397068   3259.3889737
2458658.5958862       0.9986857       0.0012379            nan   3255.1234581      4.0348949   3259.4071622
2458658.6166992       0.9994868       0.0012364            nan   3257.7543904      4.0298848   3259.4271207
2458658.6375122       1.0006867       0.0012385            nan   3261.6877922      4.0367968   3259.4495435
2458658.6583862       0.9996932       0.0012369            nan   3258.4752770      4.0318043   3259.4753614
2458658.6791992       0.9990253       0.0012365            nan   3256.3285108      4.0302867   3259.5054212
2458658.7000122       1.0000377       0.0012347            nan   3259.6637288      4.0246862   3259.5409741
2458658.7208862       0.9983635       0.0012384            nan   3254.2479239      4.0367417   3259.5821347
2458658.7416992       0.9983103       0.0012334            nan   3254.1225548      4.0204362   3259.6302152
2458658.7625122       0.9989539       0.0012342            nan   3256.2743511      4.0231397   3259.6844525
2458658.7833862       1.0007797       0.0012345            nan   3262.2859363      4.0241927   3259.7443204
2458658.8041992       1.0004703       0.0012341            nan   3261.3416671      4.0228270   3259.8085752
2458658.8250122       0.9998881       0.0012340            nan   3259.5123779      4.0226740   3259.8772016
2458658.8458862       1.0000996       0.0012327            nan   3260.2734170      4.0183854   3259.9486203
2458658.8666992       0.9997626       0.0012328            nan   3259.2488701      4.0188494   3260.0226483
2458658.8875122       1.0000030       0.0012322            nan   3260.1083593      4.0171381   3260.0984235
2458658.9083862       1.0002719       0.0012317            nan   3261.0625970      4.0157114   3260.1759992
2458658.9291992       1.0012031       0.0012314            nan   3264.1757192      4.0145219   3260.2534528
2458658.9500122       1.0000293       0.0012317            nan   3260.4263724      4.0158510   3260.3307920
2458658.9708862       0.9992621       0.0012340            nan   3258.0016538      4.0233635   3260.4076428
2458658.9916992       0.9998501       0.0012296            nan   3259.9955866      4.0090940   3260.4843106
2458659.0125122       0.9992947       0.0012292            nan   3258.2594909      4.0080075   3260.5591855
2458659.0333862       1.0013736       0.0012285            nan   3265.1123794      4.0057008   3260.6334653
2458659.0541992       0.9982326       0.0012293            nan   3254.9426568      4.0083003   3260.7055936
2458659.0750122       1.0001408       0.0012281            nan   3261.2338943      4.0045121   3260.7749143
2458659.0958862       0.9996035       0.0012322            nan   3259.5481517      4.0180660   3260.8409848
2458659.1166992       1.0011769       0.0012319            nan   3264.7402786      4.0172406   3260.9024167
2458659.1375122       1.0006735       0.0012260            nan   3263.1549286      3.9980810   3260.9586530
2458659.1583862       0.9995695       0.0012255            nan   3259.6059985      3.9963722   3261.0097318
2458659.1791992       1.0011399       0.0012256            nan   3264.7713228      3.9966227   3261.0540738
2458659.2000122       0.9988518       0.0012270            nan   3257.3478972      4.0014203   3261.0921674
2458659.2208862       1.0003860       0.0012265            nan   3262.3823136      3.9996443   3261.1236539
2458659.2416992       0.9995394       0.0012277            nan   3259.6457791      4.0036705   3261.1480222
2458659.2625122       1.0011623       0.0012269            nan   3264.9556097      4.0011186   3261.1651731
2458659.2833862       0.9987815       0.0012263            nan   3257.2002622      3.9992911   3261.1740232
2458659.3041992       0.9993458       0.0012271            nan   3259.0422190      4.0016705   3261.1756558
2458659.3250122       0.9998429       0.0012253            nan   3260.6557130      3.9960452   3261.1679807
2458659.3458862       1.0023534       0.0012252            nan   3268.8265374      3.9954768   3261.1516309
2458659.3666992       1.0007310       0.0012244            nan   3263.5093032      3.9928740   3261.1252713
2458659.3875122       1.0006620       0.0012245            nan   3263.2475736      3.9933287   3261.0887418
2458659.4083862       1.0011401       0.0012233            nan   3264.7609639      3.9893698   3261.0429273
2458659.4291992       1.0012995       0.0012236            nan   3265.2258903      3.9901749   3260.9883390
2458659.4500122       0.9990832       0.0012224            nan   3257.9364245      3.9861767   3260.9259687
2458659.4708862       1.0006926       0.0012255            nan   3263.1151972      3.9961997   3260.8568006
2458659.4916992       0.9982638       0.0012228            nan   3255.1216339      3.9872987   3260.7829480
2458659.5125122       0.9999806       0.0012255            nan   3260.6421039      3.9960021   3260.7053800
2458659.5333862       1.0014350       0.0012288            nan   3265.3037199      4.0067760   3260.6247678
2458659.5541992       0.9983650       0.0012242            nan   3255.2120948      3.9914444   3260.5429502
2458659.5750122       1.0009601       0.0012299            nan   3263.5899932      4.0101508   3260.4596219
2458659.5958862       0.9994639       0.0012267            nan   3258.6289969      3.9995057   3260.3770185
2458659.6166992       0.9982431       0.0012245            nan   3254.5679273      3.9921314   3260.2959943
2458659.6375122       0.9993058       0.0012251            nan   3257.9534793      3.9941549   3260.2165875
2458659.6583862       0.9998996       0.0012250            nan   3259.8121649      3.9935154   3260.1393247
2458659.6791992       0.9999499       0.0012265            nan   3259.9015784      3.9985160   3260.0648770
2458659.7000122       0.9999532       0.0012260            nan   3259.8395851      3.9966659   3259.9922833
2458659.7208862       1.0005991       0.0012258            nan   3261.8750653      3.9960168   3259.9221234
2458659.7416992       0.9987875       0.0012245            nan   3255.9014222      3.9916629   3259.8540311
2458659.7625122       1.0002580       0.0012246            nan   3260.6288710      3.9918333   3259.7879834
2458659.7833862       0.9978672       0.0012241            nan   3252.7708945      3.9901865   3259.7232022
2458659.8041992       0.9999011       0.0012260            nan   3259.3378761      3.9962076   3259.6601529
2458659.8250122       1.0007703       0.0012244            nan   3262.1086564      3.9911803   3259.5976605
2458659.8458862       0.9998063       0.0012255            nan   3258.9051097      3.9944381   3259.5365338
2458659.8666992       1.0003787       0.0012245            nan   3260.7105541      3.9911078   3259.4762387
2458659.8875122       0.9973751       0.0012260            nan   3250.8609775      3.9961952   3259.4164777
2458659.9083862       0.9996543       0.0012250            nan   3258.2310724      3.9925673   3259.3578916
2458659.9291992       1.0008216       0.0012232            nan   3261.9773359      3.9866429   3259.2996335
2458659.9500122       0.9989559       0.0012243            nan   3255.8392383      3.9903397   3259.2423291
2458659.9708862       1.0013556       0.0012242            nan   3263.6038265      3.9899740   3259.1858029
2458659.9916992       0.9972590       0.0012210            nan   3250.1971095      3.9793930   3259.1305356
2458660.0125122       1.0003795       0.0012205            nan   3260.3131915      3.9775440   3259.0763822
2458660.0333862       0.9987068       0.0012211            nan   3254.8088081      3.9796883   3259.0234799
2458660.0541992       1.0022245       0.0012191            nan   3266.2225921      3.9730673   3258.9731183
2458660.0750122       0.9986160       0.0012216            nan   3254.4139475      3.9809973   3258.9244351
2458660.0958862       1.0004931       0.0012186            nan   3260.4860969      3.9712373   3258.8791623
2458660.1166992       0.9994160       0.0012172            nan   3256.9338239      3.9667497   3258.8369260
2458660.1375122       0.9991403       0.0012185            nan   3255.9967227      3.9706841   3258.7983747
2458660.1583862       0.9998613       0.0012186            nan   3258.3119706      3.9710310   3258.7640500
2458660.1791992       1.0001931       0.0012176            nan   3259.3632559      3.9677968   3258.7339521
2458660.2000122       1.0007035       0.0012182            nan   3261.0001585      3.9698703   3258.7075620
2458660.2208862       1.0002251       0.0012198            nan   3259.4193008      3.9749244   3258.6857190
2458660.2416992       0.9994310       0.0012183            nan   3256.8134760      3.9701386   3258.6676221
2458660.2625122       0.9991106       0.0012179            nan   3255.7560479      3.9688410   3258.6542325
