2458762.81447 0.21389914116450134 0.006170952950547681
2458764.7474  0.26348221666012517 0.004546511301646514
2458773.77768 0.2797388612695563  0.008052594033419933
2458774.71448 0.23333711140948718 0.005928730583046431
2458777.67824 0.29254746160853423 0.008660628590772377
2458807.70786 0.20897222412724034 0.004680509128209331
2458811.74229 0.2015943466926527  0.00630899950792129 
2458813.70323 0.18604455836676684 0.006066380115548293
2458831.6523  0.17822481847090693 0.004006061056896   
2458834.70194 0.19318092819110433 0.005718983087967685
2458838.69342 0.17270632445204767 0.009581632884754285
2458840.70253 0.20241658417473501 0.005165233157729831
2458852.60852 0.18736950109015552 0.003838478131733755
2458869.59965 0.1976544411784482  0.004958692764714863
2458883.56663 0.17531885963088006 0.005610517109196129
2458883.58727 0.17502920744059636 0.006030176232050708
2458886.55517 0.18489147183245136 0.006537943560509361
2458890.53578 0.1870675992012804  0.004515401550939293
2458898.56934 0.19609291532390646 0.007601996469253394
2458900.56194 0.1919872863330685  0.009399541828020342
