#BJD_TDB	Flux	Flux_err
2458767.80398	0.9867877055328701	0.0008421865653388538
2458767.80583	0.9866687341944752	0.0008466355327203523
2458767.80774	0.9824166807091086	0.0008532176323780005
2458767.80961	0.9856261888431135	0.0008541774013300918
2458767.8115	0.9845573972527278	0.0008786969575002024
2458767.8136	0.9846677854690158	0.0008916412118165074
2458767.81551	0.9838140566029475	0.0008928832161698708
2458767.81737	0.9810592503882959	0.0008748850513820017
2458767.81928	0.9820136314753576	0.0008937026109593349
2458767.82135	0.9830505492255617	0.0008983452418716009
2458767.82326	0.9835869248458481	0.0009437843543296243
2458767.82511	0.9816494997310999	0.000897850785309906
2458767.82702	0.9834112791381429	0.0009184902067675971
2458767.82912	0.9826457947563644	0.0009710967375134993
2458767.83102	0.9866440779756345	0.0009677247319797022
2458767.8331	0.9807847847576757	0.0009840601769911528
2458767.83501	0.9818700729692678	0.0009397225298370948
2458767.83687	0.979384541469189	0.0009393646517965593
2458767.83878	0.9853109245065325	0.0009166252759085225
2458767.84087	0.9815681610844218	0.0009359777622188759
2458767.84278	0.984487363722593	0.0009352948976443232
2458767.84463	0.9831637765184016	0.0009171757069983411
2458767.84654	0.9813306254869818	0.0009153339173698649
2458767.84862	0.9811090884444543	0.0009336027925628265
2458767.85053	0.9805239427754128	0.0009272276695196924
2458767.85238	0.9837045851032324	0.0008975740673604626
2458767.85429	0.9811544778013773	0.0008942737669626055
2458767.85638	0.9836756670846933	0.0009128601957787419
2458767.85828	0.983367841807442	0.0009271647722238763
2458767.86014	0.9808181572488085	0.0009310865689138303
2458767.86205	0.9818409790118539	0.0009077926181163543
2458767.86414	0.9831202987935356	0.0009226540814192274
2458767.86604	0.9818267293321581	0.0009079846049527829
2458767.8679	0.9822282282431826	0.0008941636247777884
2458767.87003	0.982437400153248	0.0008965461173525702
2458767.8719	0.9834267182406156	0.0008865312683676851
2458767.87381	0.9824940241783835	0.0009016461725405156
2458767.87589	0.981888538487151	0.0008965194040013724
