#BJD_TDB	Flux	Flux_err
2458791.55945	1.0034504671399436	0.0020884415332282913
2458791.56147	0.9962976477640971	0.0020967809980858565
2458791.56338	0.9957285594717287	0.0020728366428319767
2458791.56524	0.9941583786062486	0.0020566107243052967
2458791.56736	0.9985896265017284	0.002050067744490236
2458791.56922	0.9979429372498144	0.002067845771353105
2458791.57136	0.9958501166045086	0.0020555513371018908
2458791.57323	0.990779068515293	0.00208522929682875
2458791.57534	0.994547694408062	0.002096074009213411
2458791.57721	0.9916816703444294	0.0020970295647683157
2458791.57935	0.9941539438667734	0.002123808398040161
2458791.58121	0.9900372337354447	0.0020489641952585735
2458791.58334	0.9960105441883665	0.0020822523019666805
2458791.5852	0.9928825371248783	0.0020984689056395833
2458791.58732	0.9946869847325233	0.0020689974648239184
2458791.58919	0.9935604620377626	0.002087450622493048
2458791.59132	0.9950396866615874	0.0020628503648491003
2458791.59318	0.9877437699600138	0.002090193942431151
2458791.59531	0.9903765140171168	0.002083243278695912
2458791.59717	0.9876272926135566	0.0020644524374360262
2458791.59931	0.9845618373909112	0.002130469715199923
2458791.60118	0.9823768998719593	0.002114067219104565
2458791.60331	0.9826521711101958	0.0021254750175031534
2458791.60539	0.980124303102762	0.0021280648958194037
2458791.6073	0.9802741069520546	0.0020651559277881093
2458791.60939	0.9765096460033096	0.002080525696571023
2458791.6113	0.9780649660769072	0.0020950374476439437
2458791.61339	0.9792063049617197	0.0020789653951704956
2458791.61528	0.9788234849431076	0.0020914042430338897
2458791.61737	0.9771974101142205	0.0020948085448166953
2458791.61927	0.9799142369911003	0.0020860796131396686
2458791.62136	0.9768794317017876	0.002072702478638444
2458791.62327	0.9773998309422953	0.0020416443783601856
2458791.62535	0.9781541679833997	0.0020736725401975242
2458791.62726	0.9750457242624528	0.00205527684786988
2458791.62928	0.9772014927405172	0.0020551687033042443
2458791.63119	0.9760352151120738	0.0020833381443127186
2458791.63328	0.9762862040904735	0.002119296214522781
2458791.63519	0.9761961522931603	0.002124816923421702
2458791.63719	0.9783336565541132	0.0021344978325932296
2458791.6391	0.9745058772686435	0.0021328767056285614
2458791.6412	0.9793613094052979	0.002080106196121978
2458791.6431	0.9777498544559017	0.0020959917548143414
2458791.64511	0.9789611192893792	0.002137345042078742
2458791.64701	0.975387637969319	0.002146714961998364
2458791.64909	0.9756502283783405	0.002140128124692331
2458791.651	0.9756754580752367	0.0020902623707012014
2458791.65307	0.9786089941560401	0.0020966606291729084
2458791.6552	0.976066235984225	0.002081201399601107
2458791.65707	0.9764892013958183	0.0020861768856800245
2458791.6592	0.9760791685310131	0.0020888084423034137
2458791.66106	0.975650229295998	0.0021171944768445528
2458791.66318	0.975380308266431	0.002104838565628042
2458791.66504	0.9741173961897412	0.0021236937175789228
2458791.66717	0.9763941187985304	0.0020961610180799672
2458791.66903	0.9776464000861618	0.002144136429285237
2458791.69003	0.9757977421062591	0.002125298070890236
2458791.69217	0.9774911698782125	0.002105660900076467
2458791.69408	0.977501085003231	0.0021056694277313825
2458791.69594	0.978552382814147	0.0021054288500755858
2458791.69784	0.9783048745645451	0.002110971737082523
2458791.6997	0.9799038175733455	0.002115097846064673
2458791.70161	0.98017775826854	0.0020985043769709
2458791.7037	0.9781113025385922	0.00211138803258204
2458791.70561	0.9790801763908865	0.0021140619265258564
2458791.70746	0.9817872160232876	0.002130340910474371
2458791.70937	0.9811708473181331	0.002098049483582498
2458791.71145	0.9837603220084133	0.00210433889436501
2458791.71335	0.9818221484361439	0.00209627276876867
2458791.71521	0.9818775138881708	0.002093923574761236
2458791.71711	0.9825370410666934	0.0020434012984983374
2458791.71919	0.9821694250517956	0.0020987337459259514
2458791.7211	0.9822452346331827	0.002101702991122889
2458791.72296	0.9834681136727089	0.0020696905249500963
2458791.72614	0.983801078033123	0.0020973817072598155
2458791.728	0.9882838656111365	0.002093755018398591
2458791.7299	0.9891365147549541	0.0020980679167834637
2458791.73176	0.9933156187968601	0.0020227129004656286
2458791.73367	0.9946469083686371	0.0020934894662322234
2458791.73576	0.9970768121604823	0.002123683270993326
2458791.73767	0.9966454510554551	0.002109338070279243
2458791.73952	0.9942935771030299	0.0021372746073818893
2458791.74143	0.9973464233646995	0.0020527043713260973
2458791.74329	0.9982434763817416	0.002098667435268764
2458791.74519	0.9998622171077224	0.002078876746773317
2458791.74726	1.0010766898370136	0.0021227626857127646
2458791.74917	1.0010039503424168	0.0020877154735637893
2458791.75103	1.001250493224476	0.00211017441988548
2458791.75294	1.000156895603493	0.002105928158219861
2458791.75481	1.0007409195910415	0.002082321609024884
2458791.7567	1.0011764532918193	0.002097082402250039
2458791.7588	1.0015906795282725	0.0020856304841920803
2458791.76071	0.9996038815364658	0.0021718254228549894
2458791.76256	1.0026786829970213	0.0021769491327494617
2458791.76447	0.9984218507423979	0.002158923879242325
2458791.76657	1.000689816593091	0.0021658673979151333
2458791.76848	1.0031180415971261	0.002184728370914657
2458791.77033	0.9977699349634286	0.002131544019968179
2458791.77247	0.9970447681283572	0.0021300590924340224
2458791.77432	1.0015407344818372	0.002174628197494033
2458791.77623	1.0001938949235256	0.0021269364174453242
2458791.77809	1.0015461282126994	0.0021478691395573346
2458791.78021	0.9998261588698975	0.0021728463115530117
2458791.78206	0.9988923148277131	0.0021900856909879973
2458791.7842	0.9959339485994381	0.002209967106742816
2458791.78607	1.0001738411301029	0.0022164507202659944
