#BJD_TDB	Flux	Flux_err
2458755.64312	0.9979938787038581	0.0008718461884024142
2458755.64547	1.000723430943407	0.0008649334600797642
2458755.64812	1.001086471526213	0.0008551287028204513
2458755.65048	0.9973233344291141	0.0008594428348525085
2458755.65311	1.0004834822352184	0.0008581139416087291
2458755.65548	0.9995307423993136	0.0008574247881154573
2458755.65812	1.0009491079804416	0.0008719235125407288
2458755.66047	0.9983459097059567	0.0008850494829342193
2458755.66311	0.9991913075487896	0.0008631875234395014
2458755.66547	1.000469257600686	0.0008586738195990318
2458755.66809	1.0015196851090589	0.0008520163750362908
2458755.67046	0.9994774422654373	0.0008649025494720242
2458755.67308	0.9987233134157975	0.0008443994586565529
2458755.67543	0.9996665713416084	0.0008607517528315123
2458755.67807	1.0007737241331782	0.0008472831821116911
2458755.68042	0.9997759053127426	0.0008384523818921741
2458755.68304	1.0024356227231905	0.0008384528592442209
2458755.6854	0.99886559853251	0.0008405176563847094
2458755.68803	0.9997462825054747	0.0008537579316131305
2458755.69039	0.9998818216507748	0.0008405171986722859
2458755.69301	0.9996301019718228	0.0008280128191527902
2458755.69537	1.0021693093942008	0.0008358218857940081
2458755.698	0.9997016177367961	0.0008381515769916303
2458755.70036	1.0009828549123907	0.0008331348665153726
2458755.703	0.9986381222673273	0.000846524565266682
2458755.70536	1.0003784667560465	0.0008405185353514977
2458755.708	1.000650047222367	0.0008466840156826638
2458755.71059	0.9992196527962696	0.0008442422845644781
2458755.713	0.9993039172620232	0.0008435104769212165
2458755.71558	0.999069030059739	0.00083861378043526
2458755.71799	1.0006822905527633	0.0008455470853758751
2458755.72057	1.000350609157126	0.0008429701806580425
2458755.72297	1.0018021849499477	0.0008395594309014154
2458755.72554	0.9999468723461828	0.0008511059248985653
2458755.72794	1.0001369779512004	0.0008177129542807915
2458755.73054	1.00031274491274	0.000836848194224471
2458755.73309	1.0005796971064045	0.000826992620768352
2458755.73547	0.9991234099073314	0.0008548298047567071
2458755.73808	1.0004487252054461	0.000835816703889658
2458755.74045	1.0006469081421043	0.0008509555172951933
2458755.74307	1.0000364008730056	0.0008399383086671319
2458755.74543	0.9992210752567363	0.0008451052459593766
2458755.74805	1.0007678360654717	0.0008349398801761332
2458755.75056	1.0010902913683748	0.0008430727044754782
2458755.75297	1.0018496785643984	0.000839321407787752
2458755.75556	1.0000526603539877	0.0008443206931001423
2458755.75819	1.0023670822819857	0.0008552951365470296
2458755.76054	1.0015140822844792	0.0008607684049823927
2458755.76317	1.003536385406616	0.0008752370120757025
2458755.76576	0.9992530467393125	0.0008765005149109495
2458755.76838	1.0009761624800528	0.0008554826297624274
2458755.77076	1.0003568054482475	0.0008600662732289877
2458755.77338	1.0013110681726713	0.0008468145639839442
2458755.77574	1.0015510054441097	0.0008575422999388405
2458755.77839	1.0030993817266787	0.0008512208261961529
2458755.78076	0.9998518057213299	0.0008462778473418142
2458755.7833	1.001947442438958	0.0008422999596584546
2458755.78566	1.0012682681290916	0.0008560502516259394
2458755.78829	0.9994791357635967	0.0008472505590314539
2458755.79065	1.0002146555689342	0.0008433371665599321
2458755.79328	1.0021615193413045	0.000835853777759521
2458755.79564	1.000461020690923	0.0008581286263412702
2458755.79827	1.000118887597007	0.000847296661672825
2458755.80063	1.0019626641626884	0.0008550449434177043
2458755.80325	1.0001962375162106	0.0008652319839602685
2458755.80562	1.0029466001672371	0.0008668527435238271
2458755.80825	1.0015597020036016	0.0008839288307731508
2458755.81063	1.000616302469706	0.0008858224665054815
2458755.81303	1.0007525417831795	0.0008595538885969312
2458755.81559	1.0005285106389499	0.0008721045271196104
2458755.81839	0.9995337673736141	0.0008728012174552546
2458755.82074	1.0010761883251464	0.0008840300859569439
2458755.82337	1.0004631871545548	0.0008719353016994891
2458755.82574	1.0004685447663386	0.0008814540720922803
2458755.82837	1.0021432671796753	0.0008793305751428893
2458755.83073	1.0015565824262753	0.0008682991436153031
2458755.83336	0.9989105530044812	0.0008766967137805448
2458755.83572	1.0020460588984537	0.000844277086406775
2458755.83938	1.0014588573129057	0.0008863836487880139
2458755.84175	0.9994123301423143	0.0008941001974656082
2458755.84438	1.0005083694805872	0.0008950805718888066
2458755.84674	1.0011765849853058	0.0009112712029852865
2458755.85019	1.0011724459116407	0.0009005801492583121
2458755.85283	1.0007038065787945	0.0008885096600496079
2458755.85519	1.000344629906051	0.0008902447781241607
2458755.85759	1.0017840543227439	0.000882979451353183
2458755.86019	0.9989579770045327	0.0008868095867796688
2458755.86259	0.9984859789527226	0.000874344357335799
2458755.86518	1.0009684980810254	0.0008816874251320606
2458755.86758	1.0000110726766587	0.0008759720644085922
2458755.86994	1.0005468182841437	0.0008610435363903823
2458755.87236	1.0007699417371185	0.000862293911196077
2458755.87494	1.0012377505340353	0.0008761876721494755
2458755.87734	0.9989473767935458	0.0008706060272208882
2458755.87993	1.0019901234208572	0.0008559339538061206
2458755.88233	0.9990801407362985	0.0008538412733187783
2458755.88469	0.9978009121088413	0.0008558575769549437
2458755.8873	0.9947893128795477	0.0008780000288973744
2458755.88968	0.991818530424888	0.0008741618803176365
2458755.89208	0.9900791665334076	0.0009318089498103754
2458755.89465	0.9887193297780239	0.001019386818694179
2458755.89706	0.984593422360295	0.0011466804345036108
